"subject"	"block"	"task"	"trial"	"cue"	"key_pressed"	"is_common"	"outcome"	"is_correct"	"is_correct_nback"
4	1	"WMGNG"	1	"no-go to avoid losing"	1	0	-1	0	0
4	1	"WMGNG"	2	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	3	"go to win"	1	1	1	1	1
4	1	"WMGNG"	4	"go to win"	1	1	1	1	1
4	1	"WMGNG"	5	"go to win"	1	1	1	1	1
4	1	"WMGNG"	6	"no-go to win"	1	1	0	0	1
4	1	"WMGNG"	7	"no-go to win"	1	1	0	0	1
4	1	"WMGNG"	8	"no-go to avoid losing"	1	1	0	0	0
4	1	"WMGNG"	9	"go to win"	1	1	1	1	1
4	1	"WMGNG"	10	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	11	"go to win"	1	1	1	1	1
4	1	"WMGNG"	12	"no-go to avoid losing"	1	1	-1	0	1
4	1	"WMGNG"	13	"go to avoid losing"	0	0	0	0	1
4	1	"WMGNG"	14	"no-go to avoid losing"	0	0	-1	1	1
4	1	"WMGNG"	15	"go to win"	1	1	1	1	0
4	1	"WMGNG"	16	"go to avoid losing"	1	1	0	1	0
4	1	"WMGNG"	17	"go to avoid losing"	0	1	-1	0	1
4	1	"WMGNG"	18	"go to win"	1	1	1	1	1
4	1	"WMGNG"	19	"go to avoid losing"	0	1	-1	0	1
4	1	"WMGNG"	20	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	21	"no-go to win"	1	1	0	0	1
4	1	"WMGNG"	22	"no-go to avoid losing"	0	0	-1	1	1
4	1	"WMGNG"	23	"no-go to avoid losing"	1	1	-1	0	1
4	1	"WMGNG"	24	"go to avoid losing"	1	0	-1	1	1
4	1	"WMGNG"	25	"go to win"	1	1	1	1	1
4	1	"WMGNG"	26	"go to win"	1	0	0	1	1
4	1	"WMGNG"	27	"no-go to avoid losing"	1	1	-1	0	1
4	1	"WMGNG"	28	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	29	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	30	"no-go to avoid losing"	0	0	-1	1	0
4	1	"WMGNG"	31	"go to win"	1	1	1	1	1
4	1	"WMGNG"	32	"go to avoid losing"	1	0	-1	1	1
4	1	"WMGNG"	33	"go to win"	1	1	1	1	0
4	1	"WMGNG"	34	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	35	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	36	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	37	"no-go to avoid losing"	1	1	-1	0	1
4	1	"WMGNG"	38	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	39	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	40	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	41	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	42	"no-go to win"	0	0	0	1	1
4	1	"WMGNG"	43	"go to win"	1	1	1	1	1
4	1	"WMGNG"	44	"go to win"	1	1	1	1	1
4	1	"WMGNG"	45	"go to win"	1	1	1	1	1
4	1	"WMGNG"	46	"no-go to win"	0	0	0	1	1
4	1	"WMGNG"	47	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	48	"go to win"	1	1	1	1	1
4	1	"WMGNG"	49	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	50	"go to win"	1	1	1	1	0
4	1	"WMGNG"	51	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	52	"go to avoid losing"	0	0	0	0	1
4	1	"WMGNG"	53	"go to win"	1	1	1	1	1
4	1	"WMGNG"	54	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	55	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	56	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	57	"go to avoid losing"	1	0	-1	1	1
4	1	"WMGNG"	58	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	59	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	60	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	61	"no-go to win"	0	1	1	1	0
4	1	"WMGNG"	62	"go to avoid losing"	1	1	0	1	0
4	1	"WMGNG"	63	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	64	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	65	"go to win"	1	0	0	1	1
4	1	"WMGNG"	66	"go to avoid losing"	1	1	0	1	0
4	1	"WMGNG"	67	"no-go to win"	0	0	0	1	1
4	1	"WMGNG"	68	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	69	"no-go to avoid losing"	0	0	-1	1	1
4	1	"WMGNG"	70	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	71	"go to win"	1	1	1	1	1
4	1	"WMGNG"	72	"no-go to win"	0	1	1	1	0
4	1	"WMGNG"	73	"go to avoid losing"	1	0	-1	1	1
4	1	"WMGNG"	74	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	75	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	76	"go to win"	1	1	1	1	1
4	1	"WMGNG"	77	"go to win"	1	1	1	1	1
4	1	"WMGNG"	78	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	79	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	80	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	81	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	82	"no-go to avoid losing"	1	1	-1	0	0
4	1	"WMGNG"	83	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	84	"go to win"	1	1	1	1	1
4	1	"WMGNG"	85	"no-go to avoid losing"	0	1	0	1	0
4	1	"WMGNG"	86	"go to win"	1	1	1	1	1
4	1	"WMGNG"	87	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	88	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	89	"go to win"	1	1	1	1	0
4	1	"WMGNG"	90	"go to win"	1	1	1	1	1
4	1	"WMGNG"	91	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	92	"go to avoid losing"	1	0	-1	1	1
4	1	"WMGNG"	93	"no-go to avoid losing"	0	0	-1	1	0
4	1	"WMGNG"	94	"go to avoid losing"	1	1	0	1	0
4	1	"WMGNG"	95	"no-go to win"	0	0	0	1	1
4	1	"WMGNG"	96	"no-go to win"	0	0	0	1	1
4	1	"WMGNG"	97	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	98	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	99	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	100	"no-go to win"	0	0	0	1	1
4	1	"WMGNG"	101	"go to avoid losing"	1	1	0	1	0
4	1	"WMGNG"	102	"go to win"	1	1	1	1	1
4	1	"WMGNG"	103	"no-go to win"	0	1	1	1	0
4	1	"WMGNG"	104	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	105	"go to win"	1	1	1	1	1
4	1	"WMGNG"	106	"go to avoid losing"	1	1	0	1	1
4	1	"WMGNG"	107	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	108	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	109	"no-go to avoid losing"	0	0	-1	1	1
4	1	"WMGNG"	110	"go to avoid losing"	0	0	0	0	1
4	1	"WMGNG"	111	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	112	"no-go to avoid losing"	0	1	0	1	1
4	1	"WMGNG"	113	"no-go to avoid losing"	0	1	0	1	0
4	1	"WMGNG"	114	"go to win"	1	1	1	1	1
4	1	"WMGNG"	115	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	116	"no-go to win"	0	1	1	1	1
4	1	"WMGNG"	117	"go to win"	1	1	1	1	1
4	1	"WMGNG"	118	"go to win"	1	0	0	1	1
4	1	"WMGNG"	119	"no-go to win"	0	1	1	1	0
4	1	"WMGNG"	120	"no-go to win"	0	1	1	1	1
4	2	"GNG"	121	"no-go to avoid losing"	1	1	-1	0	NA
4	2	"GNG"	122	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	123	"go to win"	1	0	0	1	NA
4	2	"GNG"	124	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	125	"go to win"	0	0	1	0	NA
4	2	"GNG"	126	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	127	"go to win"	0	1	0	0	NA
4	2	"GNG"	128	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	129	"no-go to win"	1	0	1	0	NA
4	2	"GNG"	130	"go to win"	0	1	0	0	NA
4	2	"GNG"	131	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	132	"go to win"	0	1	0	0	NA
4	2	"GNG"	133	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	134	"go to win"	1	1	1	1	NA
4	2	"GNG"	135	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	136	"go to win"	1	1	1	1	NA
4	2	"GNG"	137	"go to avoid losing"	0	1	-1	0	NA
4	2	"GNG"	138	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	139	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	140	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	141	"no-go to avoid losing"	0	0	-1	1	NA
4	2	"GNG"	142	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	143	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	144	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	145	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	146	"go to win"	1	0	0	1	NA
4	2	"GNG"	147	"go to win"	1	1	1	1	NA
4	2	"GNG"	148	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	149	"no-go to win"	0	0	0	1	NA
4	2	"GNG"	150	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	151	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	152	"go to win"	1	1	1	1	NA
4	2	"GNG"	153	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	154	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	155	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	156	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	157	"go to win"	1	0	0	1	NA
4	2	"GNG"	158	"go to win"	1	1	1	1	NA
4	2	"GNG"	159	"no-go to win"	0	0	0	1	NA
4	2	"GNG"	160	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	161	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	162	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	163	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	164	"go to win"	1	1	1	1	NA
4	2	"GNG"	165	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	166	"go to win"	1	1	1	1	NA
4	2	"GNG"	167	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	168	"go to win"	1	0	0	1	NA
4	2	"GNG"	169	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	170	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	171	"no-go to win"	0	0	0	1	NA
4	2	"GNG"	172	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	173	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	174	"go to win"	1	1	1	1	NA
4	2	"GNG"	175	"go to win"	1	0	0	1	NA
4	2	"GNG"	176	"go to avoid losing"	1	0	-1	1	NA
4	2	"GNG"	177	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	178	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	179	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	180	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	181	"go to avoid losing"	0	1	-1	0	NA
4	2	"GNG"	182	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	183	"go to win"	1	0	0	1	NA
4	2	"GNG"	184	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	185	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	186	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	187	"go to win"	1	0	0	1	NA
4	2	"GNG"	188	"go to avoid losing"	1	0	-1	1	NA
4	2	"GNG"	189	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	190	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	191	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	192	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	193	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	194	"go to win"	1	0	0	1	NA
4	2	"GNG"	195	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	196	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	197	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	198	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	199	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	200	"no-go to win"	0	0	0	1	NA
4	2	"GNG"	201	"no-go to win"	0	0	0	1	NA
4	2	"GNG"	202	"go to win"	1	1	1	1	NA
4	2	"GNG"	203	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	204	"go to win"	1	1	1	1	NA
4	2	"GNG"	205	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	206	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	207	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	208	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	209	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	210	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	211	"no-go to win"	0	0	0	1	NA
4	2	"GNG"	212	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	213	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	214	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	215	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	216	"no-go to avoid losing"	0	0	-1	1	NA
4	2	"GNG"	217	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	218	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	219	"go to win"	1	1	1	1	NA
4	2	"GNG"	220	"go to win"	1	1	1	1	NA
4	2	"GNG"	221	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	222	"go to win"	1	1	1	1	NA
4	2	"GNG"	223	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	224	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	225	"no-go to win"	0	0	0	1	NA
4	2	"GNG"	226	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	227	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	228	"go to win"	1	1	1	1	NA
4	2	"GNG"	229	"go to win"	1	0	0	1	NA
4	2	"GNG"	230	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	231	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	232	"no-go to win"	0	1	1	1	NA
4	2	"GNG"	233	"go to avoid losing"	1	1	0	1	NA
4	2	"GNG"	234	"go to win"	1	0	0	1	NA
4	2	"GNG"	235	"no-go to win"	0	0	0	1	NA
4	2	"GNG"	236	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	237	"go to win"	1	1	1	1	NA
4	2	"GNG"	238	"no-go to avoid losing"	0	1	0	1	NA
4	2	"GNG"	239	"go to win"	1	1	1	1	NA
4	2	"GNG"	240	"no-go to avoid losing"	0	1	0	1	NA
6	1	"WMGNG"	1	"go to win"	1	0	1	1	0
6	1	"WMGNG"	2	"no-go to avoid losing"	1	0	0	0	1
6	1	"WMGNG"	3	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	4	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	5	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	6	"no-go to win"	1	1	0	0	1
6	1	"WMGNG"	7	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	8	"go to win"	1	1	1	1	1
6	1	"WMGNG"	9	"go to avoid losing"	0	1	-1	0	1
6	1	"WMGNG"	10	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	11	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	12	"go to win"	1	1	1	1	1
6	1	"WMGNG"	13	"no-go to avoid losing"	1	1	-1	0	1
6	1	"WMGNG"	14	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	15	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	16	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	17	"no-go to avoid losing"	1	1	-1	0	1
6	1	"WMGNG"	18	"go to win"	1	1	1	1	1
6	1	"WMGNG"	19	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	20	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	21	"no-go to avoid losing"	1	1	-1	0	1
6	1	"WMGNG"	22	"no-go to avoid losing"	0	0	-1	1	0
6	1	"WMGNG"	23	"go to avoid losing"	1	0	-1	1	1
6	1	"WMGNG"	24	"go to win"	1	1	1	1	1
6	1	"WMGNG"	25	"go to win"	1	1	1	1	1
6	1	"WMGNG"	26	"no-go to win"	1	0	1	0	1
6	1	"WMGNG"	27	"go to avoid losing"	0	1	-1	0	1
6	1	"WMGNG"	28	"no-go to win"	1	0	1	0	0
6	1	"WMGNG"	29	"go to avoid losing"	1	0	-1	1	0
6	1	"WMGNG"	30	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	31	"go to avoid losing"	0	1	-1	0	0
6	1	"WMGNG"	32	"go to avoid losing"	1	1	0	1	0
6	1	"WMGNG"	33	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	34	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	35	"go to win"	1	1	1	1	1
6	1	"WMGNG"	36	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	37	"no-go to win"	1	1	0	0	1
6	1	"WMGNG"	38	"no-go to avoid losing"	0	0	-1	1	1
6	1	"WMGNG"	39	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	40	"go to win"	1	1	1	1	1
6	1	"WMGNG"	41	"no-go to win"	1	0	1	0	1
6	1	"WMGNG"	42	"go to win"	1	1	1	1	0
6	1	"WMGNG"	43	"go to win"	1	0	0	1	1
6	1	"WMGNG"	44	"no-go to win"	1	1	0	0	1
6	1	"WMGNG"	45	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	46	"go to win"	1	1	1	1	1
6	1	"WMGNG"	47	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	48	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	49	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	50	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	51	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	52	"no-go to avoid losing"	0	0	-1	1	1
6	1	"WMGNG"	53	"no-go to avoid losing"	0	0	-1	1	1
6	1	"WMGNG"	54	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	55	"go to win"	1	1	1	1	1
6	1	"WMGNG"	56	"go to win"	1	1	1	1	1
6	1	"WMGNG"	57	"no-go to win"	1	1	0	0	1
6	1	"WMGNG"	58	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	59	"go to win"	1	1	1	1	1
6	1	"WMGNG"	60	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	61	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	62	"go to avoid losing"	0	1	-1	0	1
6	1	"WMGNG"	63	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	64	"no-go to win"	1	0	1	0	1
6	1	"WMGNG"	65	"no-go to win"	1	1	0	0	1
6	1	"WMGNG"	66	"go to win"	1	1	1	1	1
6	1	"WMGNG"	67	"no-go to win"	1	1	0	0	0
6	1	"WMGNG"	68	"go to win"	1	0	1	1	0
6	1	"WMGNG"	69	"go to win"	0	1	0	0	1
6	1	"WMGNG"	70	"no-go to avoid losing"	0	0	-1	1	1
6	1	"WMGNG"	71	"no-go to avoid losing"	1	1	-1	0	1
6	1	"WMGNG"	72	"go to win"	1	1	1	1	1
6	1	"WMGNG"	73	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	74	"go to win"	1	1	1	1	0
6	1	"WMGNG"	75	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	76	"go to win"	1	1	1	1	0
6	1	"WMGNG"	77	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	78	"no-go to avoid losing"	0	0	-1	1	1
6	1	"WMGNG"	79	"go to win"	1	1	1	1	1
6	1	"WMGNG"	80	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	81	"go to win"	1	0	0	1	0
6	1	"WMGNG"	82	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	83	"no-go to win"	0	0	0	1	0
6	1	"WMGNG"	84	"no-go to win"	0	0	0	1	1
6	1	"WMGNG"	85	"no-go to win"	0	0	0	1	0
6	1	"WMGNG"	86	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	87	"go to win"	1	1	1	1	1
6	1	"WMGNG"	88	"no-go to win"	0	1	1	1	0
6	1	"WMGNG"	89	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	90	"go to win"	1	1	1	1	1
6	1	"WMGNG"	91	"no-go to win"	0	0	0	1	1
6	1	"WMGNG"	92	"go to win"	1	1	1	1	0
6	1	"WMGNG"	93	"no-go to avoid losing"	1	1	-1	0	1
6	1	"WMGNG"	94	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	95	"go to win"	1	1	1	1	1
6	1	"WMGNG"	96	"no-go to win"	0	0	0	1	0
6	1	"WMGNG"	97	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	98	"go to avoid losing"	0	1	-1	0	1
6	1	"WMGNG"	99	"go to win"	1	1	1	1	1
6	1	"WMGNG"	100	"go to win"	1	1	1	1	1
6	1	"WMGNG"	101	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	102	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	103	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	104	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	105	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	106	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	107	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	108	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	109	"no-go to avoid losing"	0	0	-1	1	1
6	1	"WMGNG"	110	"go to win"	1	1	1	1	1
6	1	"WMGNG"	111	"no-go to avoid losing"	0	1	0	1	1
6	1	"WMGNG"	112	"go to avoid losing"	1	1	0	1	0
6	1	"WMGNG"	113	"no-go to avoid losing"	0	1	0	1	0
6	1	"WMGNG"	114	"no-go to win"	0	1	1	1	1
6	1	"WMGNG"	115	"go to win"	1	1	1	1	1
6	1	"WMGNG"	116	"no-go to win"	0	1	1	1	0
6	1	"WMGNG"	117	"no-go to win"	0	1	1	1	0
6	1	"WMGNG"	118	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	119	"go to avoid losing"	1	1	0	1	1
6	1	"WMGNG"	120	"no-go to win"	0	0	0	1	1
6	2	"GNG"	121	"go to avoid losing"	1	1	0	1	NA
6	2	"GNG"	122	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	123	"no-go to avoid losing"	1	1	-1	0	NA
6	2	"GNG"	124	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	125	"no-go to avoid losing"	0	0	-1	1	NA
6	2	"GNG"	126	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	127	"go to avoid losing"	0	1	-1	0	NA
6	2	"GNG"	128	"go to avoid losing"	1	0	-1	1	NA
6	2	"GNG"	129	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	130	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	131	"go to win"	0	1	0	0	NA
6	2	"GNG"	132	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	133	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	134	"go to win"	1	1	1	1	NA
6	2	"GNG"	135	"go to avoid losing"	0	1	-1	0	NA
6	2	"GNG"	136	"go to win"	1	1	1	1	NA
6	2	"GNG"	137	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	138	"no-go to win"	0	0	0	1	NA
6	2	"GNG"	139	"go to win"	1	1	1	1	NA
6	2	"GNG"	140	"go to win"	1	1	1	1	NA
6	2	"GNG"	141	"go to win"	1	0	0	1	NA
6	2	"GNG"	142	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	143	"go to win"	1	1	1	1	NA
6	2	"GNG"	144	"no-go to win"	0	0	0	1	NA
6	2	"GNG"	145	"go to avoid losing"	1	1	0	1	NA
6	2	"GNG"	146	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	147	"no-go to avoid losing"	0	0	-1	1	NA
6	2	"GNG"	148	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	149	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	150	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	151	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	152	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	153	"go to win"	1	0	0	1	NA
6	2	"GNG"	154	"go to win"	1	1	1	1	NA
6	2	"GNG"	155	"go to win"	1	1	1	1	NA
6	2	"GNG"	156	"go to win"	1	1	1	1	NA
6	2	"GNG"	157	"go to avoid losing"	1	0	-1	1	NA
6	2	"GNG"	158	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	159	"go to avoid losing"	0	0	0	0	NA
6	2	"GNG"	160	"no-go to win"	0	0	0	1	NA
6	2	"GNG"	161	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	162	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	163	"go to avoid losing"	0	1	-1	0	NA
6	2	"GNG"	164	"go to avoid losing"	1	1	0	1	NA
6	2	"GNG"	165	"no-go to win"	0	0	0	1	NA
6	2	"GNG"	166	"go to win"	1	1	1	1	NA
6	2	"GNG"	167	"go to win"	1	1	1	1	NA
6	2	"GNG"	168	"go to avoid losing"	1	1	0	1	NA
6	2	"GNG"	169	"go to win"	1	1	1	1	NA
6	2	"GNG"	170	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	171	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	172	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	173	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	174	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	175	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	176	"go to avoid losing"	1	1	0	1	NA
6	2	"GNG"	177	"go to win"	0	1	0	0	NA
6	2	"GNG"	178	"go to avoid losing"	1	1	0	1	NA
6	2	"GNG"	179	"no-go to avoid losing"	0	0	-1	1	NA
6	2	"GNG"	180	"go to avoid losing"	1	1	0	1	NA
6	2	"GNG"	181	"go to avoid losing"	1	1	0	1	NA
6	2	"GNG"	182	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	183	"no-go to win"	0	1	1	1	NA
6	2	"GNG"	184	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	185	"no-go to avoid losing"	0	1	0	1	NA
6	2	"GNG"	186	"no-go to avoid losing"	0	1	0	1	NA
